claim_id,age,vehicle_age,claim_amount,accident_type,previous_claims,police_report,witness_present,garage_type,days_to_claim,fraud
CLM1435,65,1,32096,Natural Disaster,1,0,0,Local,53,1
CLM1436,22,6,289263,Fire,1,1,1,Authorized,29,0
CLM1437,23,15,143369,Natural Disaster,1,1,0,Authorized,24,0
CLM1438,61,3,209240,Fire,1,0,1,Authorized,25,0
CLM1439,30,3,51808,Collision,0,1,0,Local,22,0
CLM1440,60,8,435676,Theft,1,1,1,Authorized,60,0
CLM1441,19,0,250538,Fire,2,0,1,Authorized,28,0
CLM1442,38,14,142558,Fire,3,0,0,Local,50,1
CLM1443,43,5,176495,Natural Disaster,1,0,1,Local,34,0
CLM1444,49,1,452614,Collision,5,1,0,Authorized,41,0
CLM1445,63,14,126371,Fire,2,0,0,Local,8,0
CLM1446,29,6,150055,Fire,3,0,1,Local,60,0
CLM1447,50,14,296068,Fire,3,1,1,Local,41,1
CLM1448,28,5,37040,Theft,3,0,1,Local,19,0
CLM1449,61,5,266292,Collision,5,1,1,Local,36,1
CLM1450,48,0,18988,Theft,2,1,1,Authorized,2,0
CLM1451,25,6,482400,Fire,5,1,1,Authorized,49,0
CLM1452,47,15,432785,Collision,2,1,1,Local,22,1
CLM1453,46,9,103410,Fire,4,0,0,Local,31,1
CLM1454,44,2,436603,Theft,0,1,1,Authorized,11,0
CLM1455,47,14,434499,Natural Disaster,4,1,0,Local,43,0
CLM1456,58,11,198643,Fire,3,1,1,Authorized,51,1
CLM1457,38,1,1865,Theft,5,0,0,Local,15,1
CLM1458,18,5,153954,Natural Disaster,4,0,0,Local,12,1
CLM1459,43,1,325594,Collision,4,0,1,Authorized,54,1
CLM1460,49,1,494380,Fire,2,0,1,Local,7,1
CLM1461,65,10,193045,Natural Disaster,4,1,0,Local,38,1
CLM1462,67,4,423426,Theft,1,1,0,Local,53,1
CLM1463,52,9,429435,Theft,4,1,0,Authorized,5,1
CLM1464,54,13,218087,Collision,5,1,1,Authorized,3,1
CLM1465,23,3,396848,Fire,5,0,0,Authorized,25,0
CLM1466,66,11,227843,Natural Disaster,0,1,1,Authorized,41,1
CLM1467,20,10,30734,Theft,3,0,0,Authorized,19,0
CLM1468,57,9,79489,Theft,4,0,1,Local,14,0
CLM1469,18,12,409545,Theft,2,0,1,Local,28,0
CLM1470,26,8,462665,Natural Disaster,2,0,1,Local,0,0
CLM1471,36,0,26793,Natural Disaster,4,0,0,Local,16,1
CLM1472,64,12,147529,Theft,3,1,1,Local,38,1
CLM1473,50,13,94731,Collision,5,1,1,Local,33,1
CLM1474,66,0,457837,Fire,2,0,1,Local,47,1
CLM1475,51,11,53618,Collision,1,0,1,Local,10,1
CLM1476,41,14,147103,Theft,2,1,0,Local,36,1
CLM1477,37,5,344638,Collision,2,0,0,Local,21,1
CLM1478,56,4,470225,Fire,5,1,0,Local,13,1
CLM1479,29,14,113987,Natural Disaster,1,1,1,Authorized,30,1
CLM1480,26,1,437542,Theft,4,0,1,Authorized,56,1
CLM1481,57,0,464206,Natural Disaster,4,1,1,Local,25,1
CLM1482,53,12,174596,Theft,2,1,0,Local,30,1
CLM1483,32,1,52060,Fire,1,0,0,Authorized,17,1
CLM1484,66,7,442505,Collision,5,0,1,Authorized,8,0
CLM1485,43,12,15634,Theft,2,0,0,Authorized,38,1
CLM1486,30,8,182131,Theft,0,1,0,Authorized,22,1
CLM1487,62,14,91147,Theft,2,1,0,Authorized,6,0
CLM1488,23,13,350337,Fire,1,1,0,Authorized,1,1
CLM1489,68,9,330529,Natural Disaster,2,1,0,Local,37,0
CLM1490,60,15,164996,Collision,2,0,1,Authorized,49,1
CLM1491,48,5,154418,Collision,5,1,1,Authorized,22,1
CLM1492,44,5,477170,Theft,5,0,0,Local,49,1
CLM1493,39,15,217876,Collision,3,1,0,Authorized,9,1
CLM1494,59,10,267609,Fire,0,0,1,Local,4,0
CLM1495,28,13,165612,Collision,4,0,0,Local,46,1
CLM1496,67,6,24049,Theft,1,1,1,Local,20,0
CLM1497,63,12,270843,Collision,1,0,0,Authorized,11,1
CLM1498,47,10,301153,Collision,0,0,0,Authorized,21,1
CLM1499,41,13,221669,Fire,4,1,1,Authorized,34,0
CLM1500,26,4,6482,Natural Disaster,4,1,0,Authorized,59,1
CLM1501,34,7,32797,Natural Disaster,4,1,0,Authorized,31,1
CLM1502,52,0,396064,Natural Disaster,5,0,0,Authorized,18,0
CLM1503,29,11,403905,Theft,4,0,0,Local,30,0
CLM1504,68,15,102398,Theft,2,1,1,Local,57,0
CLM1505,45,10,40151,Fire,3,0,0,Local,6,1
CLM1506,65,12,307501,Collision,2,0,0,Local,36,0
CLM1507,49,3,433866,Fire,0,1,1,Local,20,1
CLM1508,69,3,324892,Collision,1,1,0,Local,33,1
CLM1509,61,0,51347,Fire,2,0,1,Local,33,0
CLM1510,39,13,366479,Natural Disaster,3,1,1,Authorized,11,0
CLM1511,33,11,334619,Theft,3,1,1,Local,37,1
CLM1512,63,9,153758,Theft,5,1,1,Local,52,1
CLM1513,63,11,466400,Natural Disaster,5,0,1,Authorized,20,1
CLM1514,60,3,106015,Collision,5,1,1,Local,53,1
CLM1515,43,2,214325,Fire,0,1,1,Authorized,27,1
CLM1516,59,2,35838,Theft,3,0,1,Local,42,1
CLM1517,45,4,100486,Theft,0,1,0,Authorized,0,0
CLM1518,66,12,495174,Natural Disaster,2,1,1,Authorized,18,0
CLM1519,59,10,487175,Collision,5,0,1,Local,17,0
CLM1520,27,12,286026,Fire,2,0,1,Local,20,0
CLM1521,54,0,246547,Natural Disaster,5,1,0,Authorized,13,0
CLM1522,30,13,350928,Theft,5,1,0,Authorized,47,0
CLM1523,68,10,348515,Collision,2,0,1,Authorized,41,0
CLM1524,39,3,211641,Natural Disaster,1,1,1,Local,20,0
CLM1525,49,1,116851,Fire,3,0,0,Local,24,0
CLM1526,51,3,397604,Fire,3,1,0,Local,37,1
CLM1527,55,6,480964,Natural Disaster,3,1,0,Authorized,29,0
CLM1528,46,15,31242,Theft,0,1,1,Local,2,0
CLM1529,32,3,235387,Collision,4,0,1,Authorized,56,0
CLM1530,27,7,70985,Collision,3,1,1,Local,40,1
CLM1531,41,14,495577,Theft,5,0,0,Authorized,5,1
CLM1532,48,2,98450,Fire,0,0,1,Authorized,2,1
CLM1533,65,10,130008,Fire,2,1,0,Authorized,55,1
CLM1534,56,12,30876,Fire,5,1,0,Local,10,1
CLM1535,41,8,324482,Theft,5,0,0,Local,13,0
CLM1536,69,14,254744,Collision,0,0,0,Authorized,15,0
CLM1537,42,10,152397,Natural Disaster,3,1,1,Authorized,37,1
CLM1538,58,2,365124,Fire,2,0,0,Authorized,47,0
CLM1539,24,1,156881,Collision,1,1,1,Authorized,50,0
CLM1540,37,3,218517,Theft,0,0,0,Local,1,0
CLM1541,48,9,144570,Natural Disaster,1,1,1,Authorized,17,1
CLM1542,61,7,467166,Natural Disaster,5,0,1,Local,28,0
CLM1543,25,7,173207,Theft,5,1,1,Local,30,0
CLM1544,19,3,471329,Theft,5,1,1,Local,38,1
CLM1545,54,12,165683,Theft,2,0,0,Authorized,35,1
CLM1546,22,7,460308,Theft,4,1,1,Authorized,13,0
CLM1547,40,7,45682,Fire,5,1,1,Authorized,52,1
CLM1548,37,4,211791,Fire,2,0,0,Authorized,53,0
CLM1549,67,9,100181,Natural Disaster,4,1,1,Authorized,16,1
CLM1550,35,11,158211,Theft,0,0,0,Local,56,1
CLM1551,39,0,284013,Fire,5,0,0,Authorized,19,0
CLM1552,52,15,354204,Natural Disaster,2,1,0,Authorized,2,1
CLM1553,28,10,236947,Collision,1,0,1,Local,54,1
CLM1554,32,0,352308,Fire,1,1,0,Local,41,1
CLM1555,18,11,90099,Natural Disaster,5,1,0,Local,42,0
CLM1556,69,15,293010,Natural Disaster,1,0,0,Local,9,0
CLM1557,29,1,290074,Fire,3,1,1,Authorized,16,0
CLM1558,48,15,493480,Natural Disaster,1,0,0,Authorized,5,0
CLM1559,62,13,220809,Theft,4,1,1,Local,9,0
CLM1560,41,8,3259,Natural Disaster,3,1,0,Authorized,25,1
CLM1561,21,15,253001,Collision,4,1,1,Authorized,28,1
CLM1562,55,6,170097,Collision,3,1,1,Local,6,1
CLM1563,50,5,117976,Natural Disaster,2,1,1,Authorized,23,0
CLM1564,29,3,206080,Theft,1,0,0,Authorized,8,1
CLM1565,19,7,11241,Collision,0,0,0,Authorized,11,0
CLM1566,28,5,5465,Natural Disaster,4,0,0,Local,10,1
CLM1567,52,9,352365,Theft,4,1,1,Local,48,0
CLM1568,24,9,432473,Fire,2,1,0,Authorized,6,0
CLM1569,56,1,287600,Collision,4,1,1,Authorized,48,0
CLM1570,27,3,42363,Theft,5,1,1,Authorized,59,0
CLM1571,27,4,177187,Collision,2,0,0,Authorized,51,0
CLM1572,37,1,465725,Natural Disaster,5,0,0,Local,15,0
CLM1573,31,5,246238,Theft,4,1,0,Local,31,1
CLM1574,67,3,315940,Fire,5,0,0,Authorized,20,1
CLM1575,35,13,349371,Natural Disaster,3,0,1,Local,5,0
CLM1576,70,2,64708,Theft,5,1,1,Local,47,0
CLM1577,22,10,308751,Natural Disaster,0,1,1,Local,26,0
CLM1578,48,10,3720,Natural Disaster,5,0,1,Local,37,1
CLM1579,59,6,400779,Theft,1,0,1,Authorized,24,0
CLM1580,20,15,92358,Theft,0,0,0,Authorized,18,0
CLM1581,43,10,299453,Theft,3,1,0,Authorized,39,0
CLM1582,64,15,218211,Natural Disaster,1,1,1,Authorized,25,0
CLM1583,60,13,158995,Theft,0,1,0,Authorized,45,1
CLM1584,33,9,353922,Collision,2,0,1,Authorized,0,1
CLM1585,21,8,298486,Natural Disaster,5,1,1,Authorized,17,1
CLM1586,52,11,175155,Collision,2,0,0,Local,6,0
CLM1587,18,11,11959,Natural Disaster,5,0,1,Authorized,51,1
CLM1588,19,1,213046,Theft,4,1,0,Local,37,1
CLM1589,23,6,184028,Fire,5,0,1,Authorized,42,0
CLM1590,70,12,475786,Theft,0,0,1,Local,2,0
CLM1591,20,13,353908,Natural Disaster,1,0,0,Local,18,0
CLM1592,26,11,299018,Natural Disaster,3,1,1,Authorized,16,0
CLM1593,47,7,26141,Fire,1,0,1,Local,13,0
CLM1594,32,5,235150,Collision,5,0,0,Authorized,37,1
CLM1595,53,8,345881,Theft,0,1,1,Authorized,9,0
CLM1596,38,5,449840,Theft,5,0,1,Authorized,10,0
CLM1597,28,3,400175,Theft,5,0,0,Local,57,0
CLM1598,42,15,411262,Theft,1,0,1,Local,50,0
CLM1599,40,8,134991,Collision,0,1,1,Local,38,0
CLM1600,50,9,299762,Fire,4,0,0,Local,8,1
CLM1601,34,1,98108,Natural Disaster,5,1,1,Local,22,0
CLM1602,32,7,435324,Collision,3,0,0,Local,33,1
CLM1603,36,6,131094,Natural Disaster,2,1,1,Local,6,1
CLM1604,50,2,32692,Natural Disaster,4,0,0,Local,13,0
CLM1605,32,11,482531,Natural Disaster,3,0,1,Local,52,0
CLM1606,26,4,46231,Theft,0,1,0,Local,34,0
CLM1607,31,11,252898,Collision,4,1,0,Local,13,0
CLM1608,61,4,469055,Fire,4,0,1,Local,51,0
CLM1609,43,5,141298,Collision,3,0,0,Authorized,55,0
CLM1610,22,15,168304,Fire,0,1,0,Local,1,1
CLM1611,53,11,246521,Natural Disaster,4,0,0,Local,55,0
CLM1612,52,12,182957,Theft,5,1,1,Authorized,0,0
CLM1613,27,13,336360,Collision,0,0,1,Local,54,0
CLM1614,32,7,107902,Collision,3,0,0,Local,58,0
CLM1615,29,10,309401,Theft,3,1,0,Local,18,0
CLM1616,18,12,439248,Collision,5,1,1,Local,41,0
CLM1617,44,13,359089,Theft,1,0,1,Authorized,15,0
CLM1618,19,15,439970,Natural Disaster,2,1,0,Local,36,0
CLM1619,52,14,177753,Fire,2,0,0,Authorized,56,0
CLM1620,69,2,166869,Fire,1,0,1,Authorized,49,1
CLM1621,25,12,303225,Natural Disaster,2,0,0,Local,45,0
CLM1622,28,3,494081,Collision,1,0,0,Authorized,52,1
CLM1623,69,8,40895,Natural Disaster,3,0,0,Local,23,1
CLM1624,18,13,94506,Natural Disaster,0,0,0,Local,13,1
CLM1625,63,15,230404,Natural Disaster,4,1,0,Local,8,1
CLM1626,47,3,216411,Collision,3,1,0,Local,27,0
CLM1627,39,4,168624,Natural Disaster,1,0,0,Local,46,1
CLM1628,34,14,481417,Collision,2,0,0,Local,46,0
CLM1629,38,7,49590,Theft,3,1,1,Local,13,1
CLM1630,48,11,325799,Natural Disaster,1,1,1,Local,24,0
CLM1631,53,15,144373,Natural Disaster,0,0,1,Local,22,1
CLM1632,27,5,192529,Theft,4,0,0,Local,36,0
CLM1633,29,13,378130,Natural Disaster,1,1,0,Authorized,49,0
CLM1634,30,1,66131,Theft,3,1,1,Authorized,47,1
CLM1635,44,3,494636,Natural Disaster,0,0,0,Authorized,30,1
CLM1636,18,13,197449,Natural Disaster,0,1,0,Local,13,1
CLM1637,41,9,352059,Fire,5,0,1,Authorized,43,0
CLM1638,30,1,179831,Collision,0,1,0,Local,0,0
CLM1639,61,4,456869,Collision,4,0,1,Local,56,1
CLM1640,54,1,102951,Theft,3,0,0,Authorized,10,0
CLM1641,59,14,203475,Collision,2,0,0,Local,3,0
CLM1642,66,2,44128,Collision,3,1,1,Authorized,45,1
CLM1643,67,0,107124,Theft,1,1,0,Authorized,56,0
CLM1644,70,10,172842,Fire,2,0,0,Authorized,50,1
CLM1645,61,9,223860,Natural Disaster,2,0,0,Local,0,0
CLM1646,60,11,446263,Fire,5,0,0,Authorized,21,0
CLM1647,52,15,347723,Theft,5,0,0,Authorized,31,0
CLM1648,50,0,284716,Theft,2,0,0,Authorized,26,1
CLM1649,63,12,180405,Collision,0,0,0,Local,37,0
CLM1650,51,11,269677,Fire,5,0,0,Authorized,37,1
CLM1651,67,0,361220,Theft,2,0,0,Authorized,37,0
CLM1652,42,11,302267,Fire,0,0,1,Authorized,31,1
CLM1653,68,0,96146,Natural Disaster,3,0,0,Local,21,1
CLM1654,48,15,302708,Fire,4,0,0,Local,30,0
CLM1655,19,8,417788,Theft,3,1,1,Local,9,1
CLM1656,68,11,64752,Collision,3,0,0,Authorized,21,1
CLM1657,25,7,100173,Fire,0,0,1,Authorized,44,0
CLM1658,57,15,125221,Natural Disaster,1,1,1,Local,44,1
CLM1659,30,6,212207,Fire,2,1,0,Local,34,1
CLM1660,25,5,456227,Collision,1,1,1,Local,5,0
CLM1661,67,4,485975,Natural Disaster,3,1,1,Local,42,1
CLM1662,55,15,263248,Theft,3,1,1,Authorized,5,1
CLM1663,61,5,341259,Collision,2,1,0,Authorized,20,0
CLM1664,21,2,60542,Fire,4,0,0,Authorized,16,1
CLM1665,53,3,450566,Collision,5,1,0,Authorized,42,1
CLM1666,20,11,368484,Theft,1,0,0,Local,12,0
CLM1667,60,11,134073,Collision,0,0,1,Local,10,1
CLM1668,19,8,123478,Fire,2,0,0,Authorized,54,1
CLM1669,42,11,105999,Natural Disaster,4,1,0,Local,50,0
CLM1670,62,0,456740,Collision,2,0,0,Local,16,0
CLM1671,20,0,64136,Collision,1,0,1,Authorized,4,0
CLM1672,49,8,103677,Natural Disaster,5,0,1,Authorized,49,1
CLM1673,68,7,345509,Theft,4,0,1,Authorized,15,1
CLM1674,39,6,21875,Natural Disaster,0,1,0,Authorized,12,1
CLM1675,49,8,150017,Collision,5,1,0,Authorized,54,0
CLM1676,51,0,1186,Collision,5,1,1,Authorized,52,1
CLM1677,42,1,279967,Theft,4,0,1,Authorized,9,1
CLM1678,59,2,23071,Collision,2,1,0,Authorized,55,1
CLM1679,46,13,46350,Collision,3,0,1,Local,14,0
CLM1680,51,11,218918,Theft,2,0,0,Local,58,1
CLM1681,47,8,302662,Natural Disaster,5,0,0,Local,56,0
CLM1682,70,15,403398,Fire,5,1,1,Authorized,26,0
CLM1683,18,10,413887,Natural Disaster,2,1,0,Local,35,1
CLM1684,21,6,313341,Fire,3,0,0,Local,60,0
CLM1685,31,10,205924,Natural Disaster,4,1,1,Authorized,34,0
CLM1686,60,8,59942,Theft,5,1,1,Authorized,60,0
CLM1687,62,15,168087,Theft,2,1,1,Local,39,0
CLM1688,56,7,165291,Theft,4,0,0,Authorized,5,1
CLM1689,40,1,239815,Collision,0,0,1,Local,55,0
CLM1690,26,0,362765,Natural Disaster,5,0,0,Authorized,16,0
CLM1691,37,5,183484,Theft,1,1,0,Local,5,1
CLM1692,33,11,433726,Theft,3,0,0,Local,23,1
CLM1693,38,4,475784,Fire,0,0,1,Authorized,34,1
CLM1694,24,12,113244,Theft,4,1,1,Local,13,0
CLM1695,32,2,258061,Theft,4,1,1,Authorized,0,0
CLM1696,20,8,468629,Collision,5,1,0,Local,49,1
CLM1697,44,1,90286,Fire,3,0,1,Authorized,6,1
CLM1698,64,8,161140,Theft,3,0,0,Authorized,41,1
CLM1699,63,8,368918,Natural Disaster,4,0,1,Local,32,0
CLM1700,23,15,175332,Natural Disaster,0,1,1,Authorized,57,0
CLM1701,62,6,345733,Fire,4,1,0,Authorized,28,0
CLM1702,44,7,411257,Theft,2,1,0,Local,32,0
CLM1703,65,14,258291,Collision,2,1,1,Authorized,13,1
CLM1704,60,15,284259,Theft,1,1,0,Authorized,4,0
CLM1705,55,10,75676,Fire,1,1,0,Local,3,1
CLM1706,61,4,316746,Fire,2,0,1,Local,48,1
CLM1707,28,7,91139,Natural Disaster,5,1,1,Local,17,0
CLM1708,35,8,460262,Collision,0,1,0,Authorized,0,0
CLM1709,51,6,278554,Fire,4,1,0,Local,56,0
CLM1710,19,1,163520,Fire,0,0,1,Authorized,26,0
CLM1711,28,8,36446,Collision,0,0,1,Local,12,1
CLM1712,42,8,245385,Natural Disaster,1,0,0,Authorized,3,1
CLM1713,60,14,224731,Collision,2,0,1,Authorized,57,0
CLM1714,53,7,44008,Fire,5,1,1,Local,53,0
CLM1715,59,15,151029,Collision,1,0,1,Authorized,28,1
CLM1716,45,15,327959,Theft,2,1,1,Local,5,1
CLM1717,40,9,194726,Collision,4,0,0,Local,26,0
CLM1718,67,14,467946,Natural Disaster,5,0,1,Authorized,1,1
CLM1719,24,13,480337,Fire,3,1,0,Local,15,1
CLM1720,27,7,274332,Theft,4,1,0,Authorized,49,1
CLM1721,18,12,164970,Fire,2,1,0,Local,45,1
CLM1722,37,0,133072,Natural Disaster,5,1,1,Authorized,37,0
CLM1723,57,11,302383,Natural Disaster,2,0,0,Authorized,49,1
CLM1724,51,0,463864,Theft,1,1,0,Authorized,10,0
CLM1725,66,9,183255,Collision,4,0,1,Authorized,33,1
CLM1726,61,6,224266,Theft,3,1,1,Local,53,0
CLM1727,24,5,40928,Collision,0,1,0,Authorized,37,0
CLM1728,64,3,395852,Theft,1,1,1,Authorized,29,0
CLM1729,51,2,205775,Collision,0,1,0,Local,22,0
CLM1730,30,13,419721,Theft,4,1,1,Local,15,0
CLM1731,32,8,216249,Collision,2,1,0,Authorized,12,1
CLM1732,60,2,454953,Natural Disaster,2,0,0,Authorized,29,0
CLM1733,38,6,413433,Fire,0,1,0,Authorized,0,1
CLM1734,34,15,415929,Fire,3,0,1,Local,2,1
CLM1735,20,7,224871,Collision,3,0,1,Local,31,0
CLM1736,31,11,253659,Fire,5,0,0,Local,1,0
CLM1737,34,4,336605,Theft,0,0,1,Local,60,0
CLM1738,19,2,155283,Fire,2,0,0,Local,23,0
CLM1739,37,6,59416,Natural Disaster,4,1,1,Authorized,6,0
CLM1740,32,4,227642,Natural Disaster,4,0,0,Local,17,0
CLM1741,35,3,71653,Theft,3,1,0,Authorized,35,0
CLM1742,24,12,145758,Theft,5,1,0,Local,33,0
CLM1743,30,13,237737,Theft,4,0,1,Authorized,28,1
CLM1744,65,4,123941,Theft,5,0,0,Authorized,4,0
CLM1745,30,9,128285,Fire,3,1,1,Authorized,36,1
CLM1746,65,4,149564,Collision,3,1,0,Authorized,24,0
CLM1747,20,13,284162,Theft,2,0,1,Authorized,20,0
CLM1748,36,6,315400,Fire,3,1,0,Authorized,15,0
CLM1749,47,4,231309,Theft,0,1,0,Authorized,53,0
CLM1750,58,15,166070,Fire,1,1,0,Local,27,1
CLM1751,43,8,491694,Theft,2,0,1,Local,50,0
CLM1752,66,6,92272,Theft,4,1,0,Authorized,41,0
CLM1753,47,4,251081,Natural Disaster,5,0,0,Authorized,1,1
CLM1754,60,4,225122,Theft,5,0,0,Authorized,48,0
CLM1755,23,5,437878,Natural Disaster,2,0,0,Authorized,27,1
CLM1756,30,12,255974,Theft,5,0,1,Local,52,1
CLM1757,22,13,114229,Fire,2,1,0,Authorized,2,0
CLM1758,26,6,336658,Natural Disaster,1,1,0,Authorized,16,1
CLM1759,70,6,249314,Collision,0,0,0,Authorized,38,0
CLM1760,41,4,99468,Theft,5,0,0,Local,60,1
CLM1761,60,14,451858,Fire,1,0,1,Authorized,33,1
CLM1762,28,7,381120,Fire,1,0,0,Local,39,1
CLM1763,36,12,459268,Theft,2,0,1,Local,15,1
CLM1764,30,9,306681,Collision,0,0,0,Local,4,0
CLM1765,44,5,231703,Theft,2,1,0,Authorized,48,1
CLM1766,36,15,309653,Collision,0,1,1,Authorized,59,0
CLM1767,67,5,119993,Natural Disaster,1,1,0,Local,49,0
CLM1768,52,15,59621,Theft,5,1,1,Local,60,0
CLM1769,66,6,81317,Natural Disaster,1,0,0,Authorized,41,0
CLM1770,22,9,427020,Natural Disaster,5,1,1,Authorized,1,0
CLM1771,54,4,49464,Theft,1,0,0,Local,58,1
CLM1772,42,0,240246,Collision,0,1,0,Authorized,8,1
CLM1773,46,13,485846,Natural Disaster,2,0,1,Local,36,1
CLM1774,46,8,112202,Natural Disaster,4,0,1,Authorized,49,0
CLM1775,59,13,65868,Fire,3,1,0,Authorized,54,1
CLM1776,57,8,243975,Collision,4,1,0,Local,50,0
CLM1777,52,3,94844,Natural Disaster,0,0,0,Local,37,0
CLM1778,30,5,394147,Fire,3,0,0,Authorized,41,0
CLM1779,42,6,245935,Natural Disaster,2,0,1,Authorized,8,0
CLM1780,63,2,142337,Natural Disaster,5,0,1,Local,57,0
CLM1781,34,14,204957,Theft,1,0,1,Authorized,3,1
CLM1782,20,4,85825,Collision,1,0,0,Authorized,54,0
CLM1783,70,9,179685,Natural Disaster,2,1,1,Authorized,16,0
CLM1784,64,5,324908,Fire,5,1,1,Local,25,1
CLM1785,18,1,165728,Theft,2,0,1,Authorized,56,1
CLM1786,66,8,365468,Natural Disaster,0,1,1,Authorized,8,1
CLM1787,61,3,452027,Natural Disaster,1,0,0,Local,38,0
CLM1788,22,6,51932,Natural Disaster,0,1,1,Local,27,1
CLM1789,67,0,202606,Collision,1,0,1,Authorized,0,1
CLM1790,51,8,224513,Theft,3,0,0,Authorized,12,1
CLM1791,44,3,166039,Collision,3,0,0,Authorized,27,1
CLM1792,65,3,415881,Fire,4,1,1,Authorized,8,0
CLM1793,36,4,107134,Natural Disaster,2,1,0,Local,1,0
CLM1794,51,14,315829,Natural Disaster,0,0,1,Authorized,18,1
CLM1795,31,3,224034,Fire,5,1,1,Authorized,3,1
CLM1796,32,1,307274,Fire,0,1,1,Authorized,2,1
CLM1797,52,2,454471,Theft,2,1,0,Authorized,12,1
CLM1798,34,6,83410,Fire,1,0,0,Local,55,1
CLM1799,45,10,170203,Natural Disaster,5,0,1,Authorized,60,1
CLM1800,47,15,390366,Fire,2,0,0,Local,49,1
CLM1801,67,1,431186,Collision,3,1,0,Authorized,17,0
CLM1802,41,14,171999,Collision,1,0,0,Authorized,30,0
CLM1803,20,2,484813,Theft,0,1,1,Local,49,0
CLM1804,35,12,269891,Collision,3,1,0,Local,45,1
CLM1805,38,12,143503,Collision,0,1,1,Authorized,58,0
CLM1806,41,12,259511,Fire,3,1,0,Local,58,0
CLM1807,25,2,304933,Natural Disaster,3,1,1,Authorized,48,0
CLM1808,32,9,242502,Theft,5,1,0,Local,34,0
CLM1809,34,0,113321,Collision,4,1,0,Local,52,1
CLM1810,43,9,492171,Natural Disaster,2,0,0,Local,45,1
CLM1811,26,13,268915,Natural Disaster,2,0,1,Authorized,21,0
CLM1812,36,7,20060,Collision,3,0,1,Local,19,1
CLM1813,61,13,192246,Collision,0,1,1,Authorized,24,1
CLM1814,50,9,434243,Natural Disaster,1,0,1,Authorized,7,0
CLM1815,28,6,208611,Collision,3,0,0,Local,23,0
CLM1816,62,4,317561,Fire,4,0,0,Authorized,6,0
CLM1817,20,0,222870,Collision,5,1,0,Local,59,1
CLM1818,60,13,180786,Natural Disaster,5,0,1,Authorized,28,0
CLM1819,70,14,347837,Fire,5,1,1,Authorized,7,1
CLM1820,34,14,437128,Theft,0,1,0,Local,48,1
CLM1821,58,14,442534,Natural Disaster,1,0,0,Authorized,30,1
CLM1822,32,13,473311,Collision,5,0,1,Authorized,56,1
CLM1823,51,7,76750,Fire,5,0,0,Local,38,1
CLM1824,68,12,486226,Theft,1,0,1,Authorized,25,1
CLM1825,66,0,118117,Collision,1,0,0,Local,8,1
CLM1826,53,2,245194,Theft,0,1,0,Authorized,20,0
CLM1827,65,3,480213,Theft,0,1,1,Authorized,31,1
CLM1828,41,11,71837,Collision,2,1,0,Authorized,12,1
CLM1829,54,14,437107,Natural Disaster,4,0,0,Authorized,36,1
CLM1830,28,2,80536,Natural Disaster,1,0,1,Local,54,1
CLM1831,48,9,347201,Theft,5,1,0,Authorized,39,0
CLM1832,57,8,24741,Natural Disaster,2,1,1,Local,9,0
CLM1833,19,12,179451,Fire,0,1,1,Authorized,55,0
CLM1834,32,1,76616,Natural Disaster,0,0,0,Local,36,0
CLM1835,66,13,416736,Collision,2,0,0,Authorized,13,1
CLM1836,27,6,24913,Collision,1,1,1,Authorized,55,1
CLM1837,62,9,224432,Natural Disaster,1,1,1,Local,38,0
CLM1838,50,3,90271,Collision,2,1,0,Local,38,1
CLM1839,31,8,438296,Collision,0,1,0,Local,29,1
CLM1840,53,15,243750,Theft,2,0,0,Authorized,39,1
CLM1841,65,13,43582,Natural Disaster,1,0,1,Authorized,36,0
CLM1842,58,10,216124,Fire,1,1,1,Local,38,1
CLM1843,56,15,209291,Theft,4,0,1,Authorized,46,1
CLM1844,19,0,75920,Collision,3,1,1,Local,40,1
CLM1845,31,12,209232,Collision,5,0,1,Local,25,1
CLM1846,58,7,440569,Collision,5,1,1,Local,0,1
CLM1847,47,3,71599,Theft,4,1,0,Local,14,1
CLM1848,38,0,232790,Natural Disaster,4,0,1,Authorized,17,1
CLM1849,50,9,414216,Natural Disaster,1,0,0,Local,36,1
CLM1850,21,11,200881,Theft,0,1,1,Authorized,20,1
CLM1851,22,2,137284,Natural Disaster,2,0,0,Local,14,1
CLM1852,18,8,83552,Collision,3,0,1,Local,11,0
CLM1853,32,12,215553,Collision,4,0,1,Authorized,43,0
CLM1854,59,0,388940,Fire,3,1,0,Local,39,1
CLM1855,21,2,360075,Natural Disaster,4,0,1,Authorized,2,0
CLM1856,40,3,462486,Fire,4,1,0,Local,18,0
CLM1857,69,0,332484,Collision,2,0,1,Local,36,0
CLM1858,60,0,322824,Fire,0,0,1,Authorized,9,0
CLM1859,43,10,494491,Theft,5,0,0,Local,17,0
CLM1860,31,2,237755,Fire,3,0,0,Authorized,9,0
CLM1861,61,11,247320,Natural Disaster,5,0,0,Local,44,1
CLM1862,69,12,450999,Fire,4,0,0,Authorized,35,1
CLM1863,45,2,333143,Theft,0,0,0,Authorized,22,0
CLM1864,52,0,264915,Collision,2,1,1,Local,18,0
CLM1865,32,11,361546,Collision,4,0,1,Local,29,0
CLM1866,35,12,107374,Collision,0,0,1,Authorized,6,0
CLM1867,29,5,231146,Fire,3,1,0,Authorized,48,0
CLM1868,48,1,197451,Fire,3,0,1,Local,2,1
